LEMMA,TAG,PRECEDING,CONSTRUCTION,FOLLOWING,CONSTRUCTION_NAME,CONSTRUCTION_DETAILS,PERSONAL_NAME,ANIMACY (PSR),ANIMACY (PSE),ALIENABILITY,POSSESSIVE (?),,Word order,,,
konungur,nkee,Dungaður hét son Brjáns,konungs,en annar Margaður,gen,s,,,,,,,,,,
maður,nkeþ,Þóroddur í Selvogi keypti geldingi að,manni,að þetta orti,pre-dat,að,,,,,,,,,,
bær,nkeþ,En þeir höfðu kúna við sér og sögðu til Þórðar á öðrum,bæ,,pre-dat,á,,,,,,,,,,
kona,nvfe,Svo var hann maður óhlutdeilinn að óvinir hans mæltu að hann hefði eigi síður,kvenna,skap en karla,gen,na,,,,,,,,,,
land,nheþ,Arnbjörn var á,landi,og gerði sér graut,pre-dat,á,,,,,,,,,,
bær,nkeeg,En er Ólafur konungur kemur nær býnum þá hljópu þar fyrir þjónustusveinar til,bæjarins,og inn í stofuna,pre-gen,til,,,,,,,,,,
maður,nkfe,Það var einn dag að Þorsteinn spurði hirðmann einn hvað til bæri um ógleði,manna,,gen,na,,,,,,,,,,
lið,nheþ,Sér þá Haraldur konungur þann kost hinn besta að fara aftur til Noregs og eignast fyrst það veldi og eflast þaðan að,liði,,pre-dat,að,,,,,,,,,,
land,nheþ,Hann var og hinn besti klerkur þeirra er hér á,landi,hafa verið,pre-dat,á,,,,,,,,,,
hönd,nvfe,en Eyvindur ráðgjafi jarlsins sendi Þorstein til,handa,Vébirni Sygnatrausta,gen,a,,,,,,,,,,
nótt,nveþ,En að miðri,nótt,er menn voru í svefni þá lét á stöðli úti afskræmilega og mælti,pre-dat,að,,,,,,,,,,
fundur,nkeþ,segir honum mart frá viðskiptum þeirra Bjarnar hversu skerðan hlut hann hafi lengi borið fyrir honum en kvað Björn nú enn hafa þrjá menn drepið í þeirra síðasta,fundi,en fjóra örkumlaða « og eru þeir tólf menn,pre-dat,í,,,,,,,,,,
hönd,nveþ,Skúta hafði Flugu í,hendi,og hjálm á höfði,pre-dat,í,,,,,,,,,,
maður,nkfe,Þeir fengu nær átta tigu,manna,,gen,na,,,,,,,,,,
orð,nhfe,Nú tekur Nollar til,orða,,pre-gen,til,,,,,,,,,,
maður,nkfe,Hann var allra,manna,hagastur og ger að sér um alla hluti,gen,na,,,,,,,,,,
bær,nkeþg,Og um morguninn sér Þorsteinn út og kemur inn aftur og segir Indriða að menn ríða að,bænum,« og er alllíkt föður þínum,pre-dat,að,,,,,,,,,,
konungur,nkee,Í þeirri drápu er sagt frá þessum ferðum Knúts,konungs,er hann fór úr Danmörku sunnan til Noregs og er þetta einn stefjabálkur,gen,s,,,,,,,,,,
maður,nkfþ,Ljótólfur brá þegar við og safnaði að sér,mönnum,og reið vestur yfir ána til Brekku,pre-dat,að,,,,,,,,,,
maður,nkfe,» Taka nú ausskotuna og míga í og kváðu það gert vera ef líf,manna,lægi við og báðu Þorgils leyfis að,gen,na,,,,,,,,,,
land,nheþ,hér á,landi,að norrænu máli fræði bæði forna og nýja,pre-dat,á,,,,,,,,,,
bær,nkeþg,Eilíf ódáðamanninn ella munum vér leggja eld að,bænum,,pre-dat,að,,,,,,,,,,
maður,nkfe,annarri um það er hann kenndi honum stuld um heitfé,manna,en annarri um guðlastan er hann kallaði bein heilagra manna hrossabein og ræðst í brott að fardögum og til Ufsa,gen,na,,,,,,,,,,
þing,nhee,En er,þings,var kvatt og sett þá leitar konungur ráðs við lið sitt og kveður Gregoríus Dagsson og Erling skakka mág sinn og aðra lenda menn og skipstjórnarmenn og segir allan umbúnað þeirra Hákonar manna,gen,s,,,,,,,,,,
skip,nheþ,« Eigi mundir þú fara á mínu,skipi,ef eg hefði fyrr vitað því að vera ætla eg þá munu nokkura á Íslandi að betur gegndi að þig sæju aldrei,pre-dat,á,,,,,,,,,,
sumar,nhfþ,Eg hefi nú spurt að þeir bræður eru hér í Danmörku og halda sveitir stórar og eru á,sumrum,í hernaði en sitja á vetrum hér í Danmörk,pre-dat,á,,,,,,,,,,
maður,nkeþg,Maðurinn hafði verið fyrr með Einari og hafði honum vel getist að,manninum,,pre-dat,að,,,,,,,,,,
frændi,nkee,Þorsteinn sendi nú menn til búðar Þorkels Eyjólfssonar,frænda,síns og kvaðst vilja hitta hann,gen,a,,,,,,,,,,
maður,nkfe,Sléttukarlar ruddu kaupskipið og fluttu til lands og jörðuðu þar í höfninni allra,manna,lík,gen,na,,,,,,,,,,
kona,nvee,Nú var honum boðið fé mikið að þiggja en hann lést þetta ekki til fjár hafa gert né til,konu,heldur af vinfengi við þá bræður,pre-gen,til,,,,,,,,,,
konungur,nkee,Hún sendi orð og jartegnir með honum til Ingigerðar dóttur Ólafs,konungs,að hún skyldi leggja allan hug á um hans mál hvers sem hann kynni hana að krefja að nauðsynjum,gen,s,,,,,,,,,,
vetur,nkfe,» « Eg er nú sextán,vetra,,gen,a,,,,,,,,,,
land,nheeg,Í hverri þeirri deild,landsins,er sitt lögþing og sín lög um marga hluti,gen,DEF-ins,,,,,,,,,,
fundur,nkee,,fundar,við hann vinir hans margir,gen,ar,,,,,,,,,,
skip,nhee,Geitir fór til,skips,og hitti Þórarin og spyr ef hann ætlaði til Hofs,pre-gen,til,,,,,,,,,,
fótur,nkeþ,Dýrið var kalið á fyrra,fæti,og og má af slíku marka hve mikinn háska þeir Þorgils höfðu af fjúki og frosti í þessari ferð er dýrið var örkumlað af kulda,pre-dat,á,,,,,,,,,,
þorkell,nkee-s,Þá hafði Knútur konungur gefið jarldóm í Danmörku Haraldi syni,Þorkels,háva,gen,s,+PN,,,,,,,,,
maður,nkfe,Það er sögn manna að þá er fram leið að andláti konungs að þá var Haraldur nær og fátt,manna,annað,gen,na,,,,,,,,,,
fótur,nkfþ,En er Þórir var upp leiddur reikaði hann á,fótum,,pre-dat,á,,,,,,,,,,
ferð,nveþ,Hann hafði verið í kaupferðum til Vallands og í þeirri,ferð,hafði hann komið til Englands og hitt Knút hinn ríka og fengið af honum leyfi að fara til Noregs svo sem fyrr var ritið,pre-dat,í,,,,,,,,,,
vetur,nkfe,Var hann þá sex,vetra,eða sjö,gen,a,,,,,,,,,,
ferð,nvee,En er að þeirri stefnu kemur er Skalla-Grímur skyldi til boðsins fara og þau Bera þá bjóst Þórólfur til,ferðar,með þeim og húskarlar svo að þau voru fimmtán saman,pre-gen,til,,,,,,,,,,
skip,nhee,Guðmundur reið til,skips,og mælti,pre-gen,til,,,,,,,,,,
ferð,nveþ,Með honum var í,ferð,Þórný dóttir hans,pre-dat,í,,,,,,,,,,
hönd,nvfe,Arnór Guðmundarson fékk grið til,handa,Sæmundi frænda sínum en Ketill Ketilsson Brandi Andréssyni og allir þeir frændur fengu grið nema Þórður,pre-gen,til,,,,,,,,,,
hönd,nvfe,Árni Auðunarson gekk fram með Sighvati og hjó til beggja,handa,,pre-gen,til,,,,,,,,,,
maður,nkfe,Noregi í þeirra,manna,minnum er þá voru uppi og best verið við oss Íslendinga síðan er Eysteinn konungur andaðist hinn eldri,gen,na,,,,,,,,,,
bær,nkeþg,En er þeir komu heim að,bænum,tók Grettir í hönd Þóri og leidd hann til stofu,pre-dat,að,,,,,,,,,,
ráð,nhfþ,En fyrir það er þú hefir sótt mig heim að,ráðum,þá mun eg fara til með þér og leita um sættir,pre-dat,að,,,,,,,,,,
maður,nkfe,Voru þeir alls nær tvö hundruð,manna,,gen,na,,,,,,,,,,
maður,nkfe,Svo er sagt að Þjóstólfur Álason hafði Inga konung í kiltingu sér meðan orusta var og gekk undir merki og kom Þjóstólfur í mikla nauð af erfiði og atsókn og er það mál,manna,að þá hafi Ingi fengið vanheilindi það er hann hafði allan aldur síðan og knýtti hrygginn en annar fóturinn var skemmri en annar og svo afllítill að hann var illa gengur meðan hann lifði,gen,na,,,,,,,,,,
faðir,nkfe,En ef honum hlotnuðust herteknir menn sendi hann þá aftur til,feðra,sinna eða frænda svo sem hina er hann hafði með peningum út leyst,pre-gen,til,,,,,,,,,,
bróðir,nkee,En þess varir mig að þú dragir þinn hala mjög lengi áður þú hefnir Halls,bróður,þíns,gen,ur,,,,,,,,,,
konungur,nkee,En er menn Ólafs,konungs,komu til þeirra þá höfðu þeir fjölmennt fyrir framan tjöldin öll og náðu þeir ekki inn að ganga,gen,s,,,,,,,,,,
bær,nkeþ,Þóroddur skattkaupandi lét og kirkju gera á,bæ,sínum að Fróðá en prestar urðu eigi til að veita tíðir að kirkjum þótt gervar væru því að þeir voru fáir á Íslandi í þann tíma,pre-dat,á,,,,,,,,,,
orð,nhfe,Þá tók Guðbrandur til,orða,,pre-gen,til,,,,,,,,,,
hönd,nveþ,Konungur dregur þegar gullhring af,hendi,sér er stóð hálfa mörk og gaf Þormóði,pre-dat,af,,,,,,,,,,
kona,nvfe,Hún var,kvenna,vænst og hinn mesti skörungur í öllu athæfi sínu,gen,na,,,,,,,,,,
faðir,nkee,,föður,Einars,gen,ur,,,,,,,,,,
fundur,nkee,Þótti Skeggja sem hann ylli er gat eigi fengið ráðið og fer til,fundar,við Kolbjörn og býður honum hólmgöngu í eyinni Söxu,pre-gen,til,,,,,,,,,,
land,nheþ,En er þeir Erlendur voru mjög komnir að,landi,reru þeir á grunn og hljópu þegar fyrir borð og leituðu til lands,pre-dat,að,,,,,,,,,,
vinur,nkfe,Björn var trauður til og mæltist undan en við bæn margra,vina,sinna þá hét hann að lyktum að ræða þetta fyrir konungi en kvað svo hugur um segja sem konungur mundi ómjúklega taka því að vægja í né einum hlut við Svíakonung,gen,na,,,,,,,,,,
móðir,nvee,og bað þá fram ganga til Skjaldvarar,móður,sinnar og vita hvort hún vekti eða svæfi,pre-gen,til,,,,,,,,,,
hestur,nkeþg,Féll Eldgrímur dauður af,hestinum,sem von var,pre-dat,af,,,,,,,,,,
þorbjörn,nkee-s,Guðríður hét dóttir,Þorbjarnar,,gen,ar,+PN,,,,,,,,,
hestur,nkee,En er hann var kominn til,hests,síns þá riðu þar til hans menn nokkurir og sögðu honum tíðindin,pre-gen,til,,,,,,,,,,
sumar,nheþ,« Svo hefi eg helst ætlað að boð þitt muni vera að áliðnu,sumri,þessu því að þá er auðveldast að afla allra tilfanga því að það er nær minni ætlan að vinir vorir muni þá mjög fjölmenna hingað því að eg ætla þessa veislu síðast að búa,pre-dat,að,,,,,,,,,,
ráð,nheþ,Órækja vill nú hætta á að ganga suður yfir brú með,ráði,biskups,pre-dat,á,,,,,,,,,,
þing,nhee,» Nú koma menn til,þings,og málið í dóm og á Glúmur að bera tólftarkvið,pre-gen,til,,,,,,,,,,
tíðindi,nhfe,« Hvað hefir þú,tíðinda,spurt Oddur,gen,a,,,,,,,,,,
tíðindi,nhfe,En þá var það til,tíðinda,þar að Magnús konungur hinn góði var þar og átti stórar orustur jafnan,pre-gen,til,,,,,,,,,,
konungur,nkee,Þeir hljópu í skútuna og reru fram í milli landsins og snekkju þeirrar er næst fór landinu en það var skip Eiríks,konungs,,gen,s,,,,,,,,,,
faðir,nkee,Var móðir mín vel mönnuð en,föður,átti eg heldur stórfengan,gen,ur,,,,,,,,,,
orð,nhfe,Þá tók Ingibjörg til,orða,,pre-gen,til,,,,,,,,,,
tíðindi,nhfe,þá varð það til,tíðinda,að Hákon konungur var staddur á Hörðalandi og tók veislu í Storð á Fitjum,pre-gen,til,,,,,,,,,,
maður,nkfe,En með tillögum skynsamra,manna,varð sú lykt á málum þessum að Þorbjörn skyldi sigla samsumars og koma aldrei til Íslands meðan þeir lifðu eftir er mál áttu eftir Illuga og Gretti,gen,na,,,,,,,,,,
þing,nheþ,Var á því,þingi,það ráðið að Ingigerður dóttir Ólafs konungs skyldi vera gift Ólafi konungi Haraldssyni,pre-dat,á,,,,,,,,,,
konungur,nkee,Nú er furða mikil um Egil er hann ætlar að gera ómæt öll mál Eiríks,konungs,,gen,s,,,,,,,,,,
maður,nkfþ,Og er þorri kemur þá ekur hart að,mönnum,og eru margir þá upp tefldir,pre-dat,að,,,,,,,,,,
skip,nheþg,Þeir sjá nú að Þorkell gengur á land og sest niður einshvers staðar meðan þeir flytja varnað þeirra af,skipinu,svo sem sjórinn félli á land,pre-dat,af,,,,,,,,,,
hönd,nveþ,Fimmtadaginn reið maður að þeim Kormlöðu á apalgrám hesti og hafði í,hendi,pálstaf,pre-dat,í,,,,,,,,,,
þing,nheþ,« Ef þeir vita nú það þegar að rangt hafi verið til búið málið þá mega þeir svo bjarga sökinni að senda þegar mann heim af,þingi,og stefna heiman til þings en kveðja búa á þingi og er þá rétt sótt málið,pre-dat,af,,,,,,,,,,
fótur,nkfe,tekur til,fóta,og hleypur heim,pre-gen,til,,,,,,,,,,
sumar,nheþ,Sættarfundur skyldi vera að Dröngum á Skógarströnd þá er fjórar vikur eru af,sumri,,pre-dat,af,,,,,,,,,,
faðir,nkee,,föður,þeirra Þórdísar og Þorkötlu er Skáld-Helgi þráði,gen,ur,,,,,,,,,,
maður,nkeþ,« Það vildi eg að við færum til Hofs á morgun og hittum Bjarna og þykir mér þvílík boð allsæmileg af þvílíkum,manni,sem hann er,pre-dat,af,,,,,,,,,,
land,nheþ,Og munum vér eigi það ófrelsi gera einum oss til handa heldur bæði oss og sonum vorum og allri ætt vorri þeirri er þetta land byggir og mun ánauð sú aldregi ganga eða hverfa af þessu,landi,,pre-dat,af,,,,,,,,,,
skip,nheþ,Þorgils bannaði það og sagði að menn skyldu missmíði á finna ef nokkur maður blótaði þar í,skipi,,pre-dat,í,,,,,,,,,,
lið,nheþ,Guðmundur hinn ríki skal sitja hjá mér hálfan mánuð með öllu,liði,sínu og skuluð þér færa honum hingað gjafar þær er þér gefið honum og leysa hann héðan á brott,pre-dat,hjá,,,,,,,,,,
móðir,nveþ,» Ekki dvaldist hún þar og fór þegar á burt en Gestur var eftir hjá,móður,sinni og var hann bæði mikill og fríður því að hann var svo stór þegar sem þeir menn er á tvítugsaldri voru,pre-dat,hjá,,,,,,,,,,
hönd,nveþ,seldi Guðmundur af,hendi,búið og alla fjárhluti og tóku þau við en Guðmundur ræðst í brott með það er hann þurfti til forlagseyris og réðst til Þverár og gerðist þar munkur,pre-dat,af,,,,,,,,,,
lið,nhee,Þar féll Haraldur konungur og Gyrður jarl bróðir hans og mikill hluti,liðs,þeirra,gen,s,,,,,,,,,,
land,nheþ,Tveir menn voru þar á og létu þeir fallast í kjölinn ofan og tóku þeir fram árum eigi óákaflegar en er þeir komu að,landi,festu þeir ekki bátinn og runnu báðir,pre-dat,að,,,,,,,,,,
ferð,nveþ,Ekki vildi prestur oftar til fara en sauðamaður fannst þegar prestur var eigi í,ferð,,pre-dat,í,,,,,,,,,,
þing,nheþ,« Hér munum vér nú skiljast heilir og finnast á,þingi,og taka þar til óspilltra mála,pre-dat,á,,,,,,,,,,
konungur,nkee,Móðir Gríms var Hervör en móðir Hervarar var Þorgerður dóttir Háleygs,konungs,af Hálogalandi,gen,s,,,,,,,,,,
bóndi,nkee,Kom hann í höfuð,bónda,og féll hann í óvit,gen,a,,,,,,,,,,
bóndi,nkee,Þeir komu á Draflastaði til Atla,bónda,,pre-gen,til,,,,,,,,,,
lið,nheþ,Sveinn konungur hafði í,liði,með sér sex jarla,pre-dat,í,,,,,,,,,,
konungur,nkee,Hann hafði lengi borið merki Haralds,konungs,hins hárfagra,gen,s,,,,,,,,,,
hönd,nveþ,Þórhallur leysti Gretti vel af,hendi,og gaf honum góðan hest og klæði sæmileg því þau voru öll sundur leyst er hann hafði áður borið,pre-dat,af,,,,,,,,,,
höfuð,nhee,Ásgrímur þreif hana tveim höndum og hljóp upp á pallsstokkinn og hjó til,höfuðs,Flosa,pre-gen,til,,,,,,,,,,
hús,nhee,» Bjarni vill snúa hestinum heim til garðshliðsins og ríða heim til,húss,en Þorgeir leggur spjótinu til hans og þegar í gegnum svo að hann féll þegar dauður af baki,pre-gen,til,,,,,,,,,,
leið,nveþ,En er á,leið,þá gerðist það mjög að um jarl að hann var ósiðugur um kvennafar,pre-dat,á,,,,,,,,,,
konungur,nkee,Á ofanverðum dögum Ketils hófst ríki Haralds,konungs,hins hárfagra svo að engi fylkiskonungur þreifst í landinu né annað stórmenni nema hann réði einn nafnbótum þeirra,gen,s,,,,,,,,,,
tíðindi,nhfþ,Lambi ríður vestur til Laxárdals og kemur fyrst í Hjarðarholt og sagði þeim frændum sínum innilega frá þessum,tíðindum,er orðið höfðu í Skorradal,pre-dat,frá,,,,,,,,,,
land,nheþ,Þá var liðið frá falli hins heilaga Ólafs konungs sex vetur hins tíunda tigar og hundrað tólfrætt en frá brennunni í Hítardal er mest tíðindi höfðu þá önnur orðið hér á,landi,,pre-dat,á,,,,,,,,,,
land,nhfe,Maður hét Þórir Englandsfari og hafði verið hinn mesti kaupmaður og lengi í siglingum til ýmissa,landa,og fært konungi gersemar,pre-gen,til,,,,,,,,,,
sonur,nkfþ,» En Þuríður mælti að þeim,sonum,hennar skyldi ekki deila dögurð og kvaðst hún deila mundu,pre-dat,að,,,,,,,,,,
ráð,nhfe,Var bú þeirra gott síðan Þórður kom til,ráða,með þeim,pre-gen,til,,,,,,,,,,
maður,nkfe,Hákon jarl var og allra,manna,fríðastur sýnum,gen,na,,,,,,,,,,
skip,nhfeg,Vilja þeir þá að af fé því er fæst sé skipt að jafnaði milli,skipanna,fyrir utan kaupeyri þann er menn höfðu,gen,DEF-nna,,,,,,,,,,
skip,nheþg,Þeir höfðu haft ferju út þangað er Austmenn áttu og er dvölin var löng þá rak á frost mikið svo að ei mátti á,skipinu,fara,pre-dat,á,,,,,,,,,,
þing,nhee,Um sumarið riðu hvorirtveggju til,þings,,pre-gen,til,,,,,,,,,,
konungur,nkee,lét það fylgja að hann hafði þá eigi náð lögum fyrir ríki Eiríks,konungs,en eggjan Gunnhildar,gen,s,,,,,,,,,,
skip,nheþ,» Barð heitir á,skipi,,pre-dat,á,,,,,,,,,,
maður,nkfe,Eigi hittu þau mennina en illa þótti þeim gert að æja í engjum,manna,,gen,na,,,,,,,,,,
maður,nkfe,kveðst vera fúsastur til Ingjalds að frásögn annarra,manna,,pre-gen,til,,,,,,,,,,
fundur,nkfe,að eg vil að við skiljumst sáttir eða mér er von að eg hætti ekki til fleiri,funda,vorra,pre-gen,til,,,,,,,,,,
ráð,nhee,,ráðs,að þeir mundu undan leita,gen,s,,,,,,,,,,
skip,nheþ,Þórir haklangur hafði lagt skip sitt í móti,skipi,Haralds konungs,pre-dat,í,,,,,,,,,,
vinur,nkfþ,Þá var hann beðinn af,vinum,sínum að staðfestast hér og gerði hann það að bæn þeirra,pre-dat,af,,,,,,,,,,
bær,nkee,Síðan sendi biskup eftir Einari þambarskelfi og kom Einar til,bæjar,,pre-gen,til,,,,,,,,,,
konungur,nkfeg,Var þar allt traust,konunganna,eða jarlanna er fyrir landi réðu er lendir menn voru því að svo var í hverju fylki sem lendir menn réðu fyrir bóndaliðinu,gen,DEF-nna,,,,,,,,,,
maður,nkfe,En það er þér að segja Guðríður að þú munt gift vera íslenskum manni og munu langar vera samfarar ykkrar og mart,manna,mun frá ykkur koma,gen,na,,,,,,,,,,
ráð,nhfþ,« Þá menn hyggjum vér hér í,ráðum,hafa verið um þetta að þú mátt bætur á ráða ef þú vilt,pre-dat,í,,,,,,,,,,
þing,nhee,« Það vildi eg frændi að þú færir norður til skips með mönnum mínum og búið skipið um þingið en eg á erindi til,þings,að hitta vini mína,pre-gen,til,,,,,,,,,,
faðir,nkee,,föður,Þórðar son var Snorri,gen,ur,,,,,,,,,,
skip,nheþ,« að þú far sem bráðast frá,skipi,því að allir Austmenn munu illa túlka fyrir þér en þó ræð eg þér það annað heilræði að þú svík aldrei lánardrottin þinn,pre-dat,frá,,,,,,,,,,
mál,nheþ,Allra manna var hann snjallastur og gervastur í,máli,,pre-dat,í,,,,,,,,,,
fé,nhee,« í sumar og leita mér,fjár,og frægðar,gen,r,,,,,,,,,,
þorbjörn,nkee-s,Vakur var systursonur,Þorbjarnar,,gen,ar,+PN,,,,,,,,,
dagur,nkee,Hárekur gerði sem hann hafði sagt að hann beið byrjar og sigldi síðan austan fyrir Skáni til þess er hann kom austan að Hölunum og var það aftan,dags,,pre-gen,til,,,,,,,,,,
leið,nveþ,En er á,leið,veturinn fluttust þeir suður til Englands og fóru á fund Egils,pre-dat,á,,,,,,,,,,
mál,nhfþ,Nú er biskup að stóli sínum um veturinn og býður erkibiskups dóm á öllum,málum,þessum,pre-dat,á,,,,,,,,,,
faðir,nkee,Fyrsta dag að veislunni áður Sveinn konungur stigi í hásæti,föður,síns þá drakk hann minni hans og strengdi heit áður þrír vetur væru liðnir að hann skyldi kominn með her sinn til Englands og drepa Aðalráð konung eða reka hann úr landi,gen,ur,,,,,,,,,,
þing,nheþ,Síðan fóru menn heim af,þingi,og fréttust þessi tíðindi nú víða um Ísland og þóttu mikils verð,pre-dat,af,,,,,,,,,,
maður,nkfe,Var það þá átrúnaður,manna,að þeir menn mundu lengur lifa sem tvö nöfn hefðu,gen,na,,,,,,,,,,
skip,nhfe,En er þeir komu til,skipa,sinna sagði hver þeirra hvernug líkað hafði aðferð kristinna manna,pre-gen,til,,,,,,,,,,
